Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Contact SAT2 Hapto,SAT2,0.185692,5.825272,2.57353,0.7004807,2.117819,2.271609,0.01099401,0.0104148,5.385372,4.42,14.78819
Contact SAT2 Hapto,SAT2,0.1893742,5.946649,2.67594,0.7254843,2.045629,2.160047,0.009717303,0.009955273,5.426453,4.6125,14.27547
Contact SAT2 Hapto,SAT2,0.1275523,5.588747,2.397986,0.6981569,2.793699,2.266404,0.01022655,0.009835708,5.155241,4.505,14.01501
Contact SAT2 Hapto,SAT2,0.1854814,5.395164,2.684725,0.7835192,2.03894,2.182219,0.009546715,0.009756319,4.897508,4.585,12.90635
Contact SAT2 Hapto,SAT2,0.1744032,6.142672,2.607816,0.7110591,2.233354,2.269929,0.01158636,0.01100098,5.549589,4.5075,14.70146
Contact SAT2 Hapto,SAT2,0.1391157,5.16903,2.447012,0.7728867,2.560331,2.265498,0.008466813,0.009092188,4.748883,4.5275,12.87079
Contact SAT2 Hapto,SAT2,0.1605155,6.024119,2.550575,0.7564473,2.408826,2.224941,0.008780455,0.008893333,5.188327,4.6525,13.32704
Contact SAT2 Hapto,SAT2,0.1367358,5.618,2.568141,0.7491047,2.536565,2.275841,0.009700491,0.009237481,5.059403,4.515,13.10521
Contact SAT2 Hapto,SAT2,0.1563362,5.196553,2.453433,0.6657017,2.303246,2.186207,0.009523676,0.01058186,4.903759,4.7625,15.82781
Contact SAT2 Hapto,SAT2,0.2060566,5.846136,2.342895,0.7737497,1.912972,2.291884,0.00947934,0.009705239,5.268746,4.51,13.62229
Contact SAT2 Hapto,SAT2,0.1486016,5.519372,2.628113,0.8003314,2.424597,2.191447,0.009430363,0.009736031,4.852494,4.505,12.43758
Contact SAT2 Hapto,SAT2,0.1474995,4.911663,2.383287,0.7457138,2.454966,2.216042,0.009911451,0.01015249,4.632536,4.6,13.99461
Contact SAT2 Hapto,SAT2,0.1596994,4.788331,2.713248,0.7487816,2.334253,2.309703,0.009596296,0.009995866,4.438561,4.4675,12.77727
Contact SAT2 Hapto,SAT2,0.1428257,6.221612,2.369832,0.6723033,2.513079,2.134353,0.0093757,0.009245631,5.556029,4.7625,15.38264
Contact SAT2 Hapto,SAT2,0.1979419,5.760742,2.577097,0.8001457,2.089681,2.135712,0.009799276,0.01025721,5.201397,4.6175,13.54652
Contact SAT2 Hapto,SAT2,0.1430266,5.358855,2.489276,0.8031724,2.369688,2.166503,0.00910328,0.00916844,4.795294,4.6425,12.33293
Contact SAT2 Hapto,SAT2,0.170061,5.888124,2.618819,0.7672443,2.215878,2.166599,0.01019499,0.01050551,5.25349,4.57,13.91163
Contact SAT2 Hapto,SAT2,0.142395,4.913356,2.30812,0.687991,2.475708,2.252367,0.008752679,0.009405063,4.661595,4.8,15.52523
Contact SAT2 Hapto,SAT2,0.1703272,5.13402,2.463408,0.7864543,2.275142,2.179122,0.009617164,0.01017201,4.588826,4.6525,12.56539
Contact SAT2 Hapto,SAT2,0.1649346,5.509197,2.635145,0.7581934,2.44963,2.161735,0.009849459,0.009355384,4.982504,4.6575,13.02375
Contact SAT2 Hapto,SAT2,0.1567053,5.000947,2.187952,0.6824559,2.174874,2.307706,0.0101103,0.01123366,4.757896,4.5525,15.51979
Contact SAT2 Hapto,SAT2,0.1628035,5.507811,2.638086,0.7091856,2.270638,2.155103,0.009506237,0.009242443,5.095997,4.7225,14.48275
Contact SAT2 Hapto,SAT2,0.1631193,6.054879,2.679001,0.81471,2.384153,2.111373,0.008993888,0.009465516,5.231491,4.5875,12.1524
Contact SAT2 Hapto,SAT2,0.1491188,5.261973,2.496199,0.7823269,2.280558,2.11914,0.008746825,0.009718695,4.666322,4.74,12.81653
Contact SAT2 Hapto,SAT2,0.152177,4.72245,2.201285,0.6323927,2.440763,2.321328,0.009064389,0.01007154,4.501446,4.6025,15.36424
Contact SAT2 Hapto,SAT2,0.1400611,5.373958,2.404345,0.7201331,2.48796,2.222268,0.009672522,0.009947003,4.981286,4.5975,14.57515
Contact SAT2 Hapto,SAT2,0.1750045,6.515646,2.577706,0.7750789,2.104024,2.06717,0.009226643,0.009019618,5.676572,4.78,13.91001
Contact SAT2 Hapto,SAT2,0.1729677,5.206716,2.600928,0.7492885,2.22064,2.304038,0.01037118,0.0101693,4.819951,4.4625,13.4745
Contact SAT2 Hapto,SAT2,0.1663054,6.44594,2.640496,0.7405975,2.412587,2.121816,0.01078229,0.009802086,5.601958,4.665,13.82084
Contact SAT2 Hapto,SAT2,0.1629728,5.181557,2.588754,0.7172336,2.368034,2.166585,0.009477727,0.009987747,4.772604,4.7125,14.58845
Contact SAT2 Hapto,SAT2,0.1547914,5.901763,2.552887,0.704666,2.231767,2.267465,0.01031398,0.01083965,5.390541,4.545,14.60685
Contact SAT2 Hapto,SAT2,0.1562561,6.005347,2.339771,0.7305541,2.440185,2.091395,0.00995164,0.009652537,5.406366,4.815,14.82639
Contact SAT2 Hapto,SAT2,0.1745087,5.986235,2.493114,0.7392804,2.083053,2.073947,0.009203341,0.009382456,5.350097,4.825,14.22191
Contact SAT2 Hapto,SAT2,0.1594319,5.751119,2.693712,0.7374857,2.326846,2.278963,0.009152415,0.009860659,5.210748,4.5125,14.09774
Contact SAT2 Hapto,SAT2,0.1588365,5.164919,2.326793,0.650428,2.299391,2.320176,0.009968933,0.01072533,4.904136,4.6675,15.73042
Contact SAT2 Hapto,SAT2,0.1376569,4.470166,2.328203,0.7441565,2.53487,2.251517,0.009008598,0.009052312,4.152737,4.695,14.6046
Contact SAT2 Hapto,SAT2,0.1467529,5.751657,2.434644,0.736848,2.397417,2.181667,0.009553572,0.009565341,5.240548,4.6,13.74198
Contact SAT2 Hapto,SAT2,0.1423172,4.856046,2.538025,0.6968846,2.594934,2.376883,0.009823299,0.01033073,4.552618,4.3975,14.11859
Contact SAT2 Hapto,SAT2,0.1634327,5.695948,2.231725,0.7340132,2.252779,2.201019,0.01098597,0.01076501,5.273711,4.59,14.50865
Contact SAT2 Hapto,SAT2,0.1455898,5.494134,2.504285,0.7062545,2.492534,2.196924,0.01083011,0.01114393,4.923979,4.625,14.30724
Contact SAT2 Hapto,SAT2,0.1642992,4.966106,2.497637,0.758813,2.231567,2.301283,0.008986577,0.009085913,4.582966,4.59,13.33614
Contact SAT2 Hapto,SAT2,0.1321465,6.154149,2.590514,0.7322297,2.728026,2.189105,0.009416871,0.009247658,5.302446,4.6275,13.0754
Contact SAT2 Hapto,SAT2,0.1744767,6.022947,2.656327,0.70078,2.124599,2.267679,0.009235351,0.00935175,5.442145,4.545,14.38079
Contact SAT2 Hapto,SAT2,0.1775841,5.73162,2.435863,0.7202265,2.132136,2.104647,0.01114806,0.01073191,5.245209,4.655,13.89996
Contact SAT2 Hapto,SAT2,0.1804454,6.32172,2.720879,0.767096,2.226091,2.090852,0.01071588,0.01001168,5.487542,4.645,13.08433
Contact SAT2 Hapto,SAT2,0.1295537,5.632726,2.640303,0.6726323,2.544491,2.401725,0.01042846,0.01058772,5.202227,4.4425,15.08669
Contact SAT2 Hapto,SAT2,0.1619526,6.004502,2.589201,0.7170208,2.446125,2.267397,0.009398317,0.009955971,5.30301,4.53,14.39534
Contact SAT2 Hapto,SAT2,0.1730681,5.15663,2.323507,0.729601,2.215936,2.220222,0.009873731,0.009705223,4.776027,4.5825,13.58327
Contact SAT2 Hapto,SAT2,0.1488744,5.307679,2.520662,0.7702765,2.369296,2.183762,0.008943632,0.009075108,4.820892,4.65,13.19329
Contact SAT2 Hapto,SAT2,0.1717698,6.175157,2.574406,0.6621755,2.211642,2.377619,0.0104421,0.0104328,5.410474,4.41,14.85385
Contact SAT2 Hapto,SAT2,0.1554674,5.517929,2.516564,0.7666077,2.329334,2.238563,0.00876999,0.009278052,5.023108,4.5125,13.25821
Contact SAT2 Hapto,SAT2,0.1418965,6.211628,2.714325,0.7029678,2.451694,2.227816,0.009396906,0.009302319,5.433857,4.665,13.95931
Contact SAT2 Hapto,SAT2,0.1538491,5.293378,2.481695,0.7730337,2.442545,2.14384,0.00888897,0.008762816,4.77173,4.685,12.70753
Contact SAT2 Hapto,SAT2,0.1445823,5.167381,2.440369,0.7253496,2.57764,2.196748,0.008751208,0.009393748,4.749635,4.625,13.62726
Contact SAT2 Hapto,SAT2,0.1493975,4.391189,2.344754,0.717802,2.38003,2.349073,0.009530636,0.009514069,4.226917,4.5025,14.07302
Contact SAT2 Hapto,SAT2,0.1355665,5.96172,2.584778,0.7601236,2.734971,2.053318,0.008192482,0.008358426,5.228816,4.77,12.75361
Contact SAT2 Hapto,SAT2,0.152874,5.345726,2.680296,0.7331715,2.407362,2.283126,0.009168323,0.01018703,4.998295,4.4825,14.43212
Contact SAT2 Hapto,SAT2,0.1638127,5.988301,2.458154,0.664886,2.247008,2.306059,0.01135721,0.0115162,5.374283,4.54,16.76215
Contact SAT2 Hapto,SAT2,0.1569857,5.231114,2.414584,0.6778499,2.300531,2.279135,0.009220044,0.01024449,4.946724,4.675,16.56598
Contact SAT2 Hapto,SAT2,0.1623605,5.746341,2.618511,0.7021613,2.430133,2.278604,0.009436492,0.009904843,5.065802,4.59,14.32862
Contact SAT2 Hapto,SAT2,0.1313089,5.724967,2.476568,0.7266423,2.60682,2.228066,0.01036276,0.01037503,5.089168,4.575,13.80514
Contact SAT2 Hapto,SAT2,0.1461963,4.987158,2.495081,0.7427593,2.615943,2.241274,0.01045684,0.009926988,4.654189,4.57,14.06046
Contact SAT2 Hapto,SAT2,0.1412927,4.653263,2.486771,0.7139529,2.613257,2.339779,0.009714495,0.009956178,4.372254,4.4475,14.79174
Contact SAT2 Hapto,SAT2,0.1427786,5.78476,2.411213,0.7294749,2.517784,2.204204,0.01074407,0.01082547,5.316045,4.5525,14.75812
Contact SAT2 Hapto,SAT2,0.1549901,5.997881,2.501054,0.787568,2.424061,2.118943,0.00871192,0.008740512,5.229387,4.7025,12.72517
Contact SAT2 Hapto,SAT2,0.1601333,5.38793,2.484713,0.7291642,2.478425,2.176198,0.01096975,0.0104432,5.001005,4.565,13.78433
Contact SAT2 Hapto,SAT2,0.1586127,6.031393,2.623727,0.7283175,2.332645,2.364109,0.01087742,0.0110074,5.335771,4.3675,14.15493
Contact SAT2 Hapto,SAT2,0.1389267,5.13558,2.335366,0.7222318,2.512,2.381825,0.0114877,0.01044337,4.828258,4.44,14.09743
Contact SAT2 Hapto,SAT2,0.1723102,5.570857,2.73685,0.7745489,2.276282,2.220627,0.01031916,0.01007126,5.046394,4.47,13.02164
Contact SAT2 Hapto,SAT2,0.1311666,5.036809,2.494438,0.7284249,2.59708,2.24684,0.009034056,0.01003746,4.70505,4.66,14.34121
Contact SAT2 Hapto,SAT2,0.1743411,5.484216,2.583013,0.7315599,2.232088,2.298582,0.009359227,0.009939881,5.071571,4.535,14.58942
Contact SAT2 Hapto,SAT2,0.1775928,6.543707,2.632189,0.7151158,2.141185,2.262271,0.0100198,0.009732657,5.554018,4.515,13.99793
Contact SAT2 Hapto,SAT2,0.1768799,6.016478,2.620248,0.7406862,2.306339,2.256724,0.01062841,0.01087125,5.383455,4.5575,14.42715
Contact SAT2 Hapto,SAT2,0.1810672,6.712792,2.798852,0.7438893,2.297065,2.229807,0.009457276,0.009676252,5.848204,4.5425,14.29638
Contact SAT2 Hapto,SAT2,0.1507695,5.318794,2.606134,0.7699716,2.423636,2.306187,0.01052773,0.01056226,4.797785,4.51,13.15267
Contact SAT2 Hapto,SAT2,0.1524034,6.086108,2.643127,0.7074436,2.429333,2.300454,0.009837577,0.01046363,5.41657,4.5075,14.48753
Contact SAT2 Hapto,SAT2,0.169167,5.307998,2.479119,0.7688714,2.145108,2.177178,0.009174158,0.009341196,4.806014,4.6825,14.89507
Contact SAT2 Hapto,SAT2,0.1469957,5.791169,2.351324,0.6846541,2.559015,2.294535,0.01120299,0.01153238,5.360559,4.465,15.38082
Contact SAT2 Hapto,SAT2,0.1733588,4.922984,2.51163,0.7597636,2.312261,2.280859,0.008441502,0.009070347,4.552221,4.4975,12.90645
Contact SAT2 Hapto,SAT2,0.1462572,4.883138,2.36799,0.6920723,2.46717,2.403317,0.01017941,0.01082694,4.70269,4.3925,15.56042
Contact SAT2 Hapto,SAT2,0.1415439,5.020653,2.361583,0.6589667,2.474644,2.29922,0.01011358,0.01069753,4.722151,4.5725,15.76692
Contact SAT2 Hapto,SAT2,0.1326311,5.091217,2.363178,0.6315138,2.591666,2.441675,0.009415054,0.009893957,4.754574,4.67,15.53317
Contact SAT2 Hapto,SAT2,0.1875206,6.606947,2.56538,0.7128032,2.101195,2.245605,0.01205186,0.01095624,5.984933,4.5075,15.44203
Contact SAT2 Hapto,SAT2,0.1358227,6.328912,2.660284,0.7362018,2.475159,2.17903,0.0111927,0.01065354,5.731029,4.5825,14.88057
Contact SAT2 Hapto,SAT2,0.1449275,5.593638,2.525307,0.7546093,2.568583,2.33462,0.009084152,0.009266173,5.058952,4.54,13.38182
Contact SAT2 Hapto,SAT2,0.1721822,5.230098,2.496759,0.7273735,2.330261,2.321968,0.008205646,0.00911634,4.738484,4.495,13.89994
Contact SAT2 Hapto,SAT2,0.1542328,6.545975,2.78612,0.7321015,2.449438,2.196849,0.00948217,0.009495678,5.683148,4.5725,13.97682
Contact SAT2 Hapto,SAT2,0.1788842,6.446563,2.64226,0.6743785,2.075499,2.185148,0.00919534,0.009877303,5.740672,4.6225,14.48184
Contact SAT2 Hapto,SAT2,0.1750921,5.864346,2.585391,0.7374685,2.146057,2.152312,0.01048447,0.01079637,5.368446,4.56,14.07887
Contact SAT2 Hapto,SAT2,0.1586318,4.80948,2.346516,0.7053394,2.325133,2.204806,0.008460277,0.009400308,4.568547,4.8075,15.38958
Contact SAT2 Hapto,SAT2,0.139322,5.457123,2.284863,0.7140328,2.606579,2.204032,0.01075816,0.0111538,5.08449,4.585,15.62562
Contact SAT2 Hapto,SAT2,0.18081,6.072391,2.554878,0.7440772,2.177769,2.235686,0.01072455,0.01056767,5.447589,4.6,14.78426
Contact SAT2 Hapto,SAT2,0.1694877,4.841576,2.282319,0.6919646,2.216296,2.313745,0.008768066,0.008723517,4.552443,4.675,14.1594
Contact SAT2 Hapto,SAT2,0.1291476,5.330182,2.627834,0.7644281,2.705374,2.18753,0.009817049,0.009882641,4.811753,4.5975,12.79879
Contact SAT2 Hapto,SAT2,0.1559619,6.390405,2.556082,0.70879,2.313438,2.243008,0.008319319,0.009243687,5.580828,4.5875,14.07925
Contact SAT2 Hapto,SAT2,0.1353318,5.351278,2.61095,0.743322,2.762549,2.265156,0.01041437,0.009718578,4.962341,4.4975,13.88391
Contact SAT2 Hapto,SAT2,0.1464641,5.796343,2.496822,0.7712208,2.616074,2.114343,0.009996886,0.009088703,5.180541,4.685,13.22554
Contact SAT2 Hapto,SAT2,0.1688373,5.881062,2.699389,0.7422535,2.508601,2.173514,0.01100329,0.01041111,5.2644,4.6025,13.56719
Contact SAT2 Hapto,SAT2,0.1539836,6.151694,2.830069,0.7323359,2.490474,2.153655,0.0101526,0.00988922,5.429577,4.68,13.99101
Contact SAT2 Hapto,SAT2,0.1557255,5.383323,2.381203,0.729272,2.361303,2.108416,0.01014492,0.01012289,4.989841,4.6725,13.93931
Contact SAT2 Hapto,SAT2,0.1514326,4.992688,2.744425,0.7685136,2.460601,2.200966,0.009735206,0.01026466,4.510963,4.5625,12.11203
Contact SAT2 Hapto,SAT2,0.1457633,5.793467,2.578421,0.7926273,2.497711,2.068434,0.009512471,0.009502267,5.135161,4.795,13.22356
Contact SAT2 Hapto,SAT2,0.1219252,6.262398,2.831437,0.6711152,2.722526,2.235872,0.008803507,0.009165044,5.430745,4.6125,13.97534
Contact SAT2 Hapto,SAT2,0.1572719,6.179378,2.75142,0.7658977,2.469517,2.085801,0.009433314,0.009978895,5.262499,4.7675,13.03228
Contact SAT2 Hapto,SAT2,0.1334187,5.130125,2.201044,0.6548617,2.295036,2.276422,0.009477096,0.01015964,4.912495,4.7,16.27939
Contact SAT2 Hapto,SAT2,0.1657759,5.451161,2.609937,0.7290537,2.29042,2.166567,0.008859976,0.009844418,4.927588,4.7,13.54174
Contact SAT2 Hapto,SAT2,0.1668368,5.457243,2.671168,0.7976152,2.193237,2.26115,0.00885295,0.009372279,4.899883,4.5175,12.53812
Contact SAT2 Hapto,SAT2,0.1621302,5.33275,2.652564,0.7164951,2.267433,2.256335,0.008196252,0.009106947,4.89904,4.6425,13.91421
Contact SAT2 Hapto,SAT2,0.1528382,5.88553,2.689699,0.7792952,2.480922,2.148839,0.01029211,0.009745529,5.22858,4.5875,12.90775
Contact SAT2 Hapto,SAT2,0.1490405,4.599486,2.671922,0.7974129,2.254745,2.155233,0.008692019,0.009160716,4.254106,4.69,12.175
Contact SAT2 Hapto,SAT2,0.1471968,4.505402,2.182194,0.7276521,2.38478,2.293599,0.00856681,0.008718291,4.237809,4.73,14.30863
Contact SAT2 Hapto,SAT2,0.1801883,4.440531,2.476623,0.789054,2.18532,2.373284,0.008740246,0.009711384,4.201238,4.4,12.89652
Contact SAT2 Hapto,SAT2,0.1613896,6.071135,2.637229,0.7073147,2.304492,2.267465,0.008670356,0.008899246,5.480621,4.56,14.19513
Contact SAT2 Hapto,SAT2,0.1487217,5.760552,2.46957,0.648709,2.447817,2.217195,0.01105589,0.01042188,5.396369,4.6575,15.808
Contact SAT2 Hapto,SAT2,0.1529299,5.954857,2.427813,0.6833355,2.455837,2.16828,0.01062037,0.01056022,5.365405,4.6275,15.37751
Contact SAT2 Hapto,SAT2,0.1370768,5.696717,2.495648,0.6748662,2.543284,2.325322,0.01021275,0.01080442,5.298633,4.465,15.51718
Contact SAT2 Hapto,SAT2,0.1693179,6.108961,2.718004,0.6707602,2.232224,2.40643,0.01083292,0.01059597,5.436666,4.5075,14.77361
Contact SAT2 Hapto,SAT2,0.1758037,5.754022,2.579997,0.744273,2.203304,2.115499,0.008944723,0.009466583,5.249096,4.72,14.0514
Contact SAT2 Hapto,SAT2,0.1329329,5.495293,2.289726,0.7181843,2.535073,2.167214,0.009960935,0.009460151,5.076083,4.695,14.1115
Contact SAT2 Hapto,SAT2,0.1640393,6.015754,2.483017,0.7487072,2.573064,2.125724,0.008699547,0.009387342,5.274316,4.665,13.43218
Contact SAT2 Hapto,SAT2,0.161074,6.51392,2.613113,0.7249736,2.483576,2.162856,0.01139631,0.01075403,5.745736,4.525,14.13983
Contact SAT2 Hapto,SAT2,0.1521522,5.482154,2.440155,0.7291249,2.471039,2.226359,0.0094111,0.009678735,5.019811,4.4975,13.3983
Contact SAT2 Hapto,SAT2,0.1715227,5.022996,2.588585,0.7548093,2.15372,2.23946,0.01037608,0.01023454,4.706838,4.535,14.06153
Contact SAT2 Hapto,SAT2,0.1692592,5.990912,2.657025,0.683214,2.315937,2.237633,0.009440119,0.01016336,5.434277,4.51,14.64296
Contact SAT2 Hapto,SAT2,0.1242117,5.714787,2.527985,0.7854842,2.65361,2.075382,0.01048016,0.009950387,5.067327,4.7,13.00763
Contact SAT2 Hapto,SAT2,0.1563135,5.459681,2.506208,0.7245142,2.349281,2.391522,0.01094834,0.01157727,5.131326,4.3525,15.24838
Contact SAT2 Hapto,SAT2,0.1552278,5.294424,2.577555,0.7704487,2.339328,2.187825,0.01014128,0.009949561,4.821216,4.54,13.17231
Contact SAT2 Hapto,SAT2,0.1596337,6.396827,2.74447,0.6863583,2.376948,2.263351,0.01072362,0.01109819,5.707421,4.52,14.89374
Contact SAT2 Hapto,SAT2,0.1586769,5.911222,2.744139,0.6817073,2.362288,2.184844,0.00920095,0.009905599,5.385834,4.6625,14.43173
Contact SAT2 Hapto,SAT2,0.1313659,4.527505,2.342556,0.7199571,2.658302,2.282021,0.008932313,0.009113367,4.293373,4.5875,14.19158
Contact SAT2 Hapto,SAT2,0.1392126,4.469314,2.537301,0.75936,2.501208,2.354484,0.009018184,0.009338342,4.208529,4.435,12.73747
Contact SAT2 Hapto,SAT2,0.147161,6.429533,2.583273,0.6506586,2.547098,2.330544,0.01198839,0.01136738,5.751,4.475,15.90548
Contact SAT2 Hapto,SAT2,0.1221608,5.565279,2.669198,0.7611558,2.607036,2.185346,0.009289784,0.009543034,5.004655,4.58,13.07479
Contact SAT2 Hapto,SAT2,0.1824196,5.85516,2.617813,0.7130224,2.082253,2.256375,0.01023305,0.01102849,5.343285,4.46,14.19681
Contact SAT2 Hapto,SAT2,0.1541277,5.407605,2.305457,0.70351,2.328987,2.258517,0.01050587,0.01054482,5.051716,4.5,14.21329
Contact SAT2 Hapto,SAT2,0.1485975,5.6296,2.390012,0.6847309,2.51506,2.281321,0.01095419,0.01087503,5.300685,4.475,15.70415
Contact SAT2 Hapto,SAT2,0.1616278,5.98012,2.642208,0.7642872,2.310055,2.176254,0.009412208,0.009575486,5.307068,4.605,13.44443
Contact SAT2 Hapto,SAT2,0.1319233,5.241321,2.505262,0.7652596,2.582836,2.228207,0.0105091,0.01022695,4.86967,4.5575,14.00677
Contact SAT2 Hapto,SAT2,0.1786539,5.10854,2.587564,0.7451528,2.155188,2.348804,0.009800964,0.009780734,4.693547,4.5,13.60199
Contact SAT2 Hapto,SAT2,0.1316629,5.09061,2.227305,0.7433945,2.444803,2.273703,0.009988167,0.01011624,4.804744,4.5025,13.99961
Contact SAT2 Hapto,SAT2,0.1345513,4.688337,2.5271,0.7397628,2.546076,2.146958,0.009276253,0.009111178,4.31597,4.73,12.90794
Contact SAT2 Hapto,SAT2,0.1698751,5.952884,2.652885,0.7678714,2.230778,2.083171,0.01038443,0.01022952,5.252364,4.72,13.55194
Contact SAT2 Hapto,SAT2,0.1419302,5.149219,2.580945,0.7527399,2.579155,2.239221,0.008877936,0.009578843,4.809973,4.495,13.53388
Contact SAT2 Hapto,SAT2,0.15832,5.780657,2.304333,0.6811931,2.294685,2.216471,0.009849276,0.0101525,5.39729,4.7475,16.29805
Contact SAT2 Hapto,SAT2,0.1599989,5.567507,2.513364,0.7504407,2.401826,2.173442,0.009578356,0.00911682,5.08729,4.6375,13.59401
Contact SAT2 Hapto,SAT2,0.1577266,6.218746,2.657868,0.7806346,2.463053,2.253236,0.01065227,0.01078405,5.405555,4.4275,13.01037
Contact SAT2 Hapto,SAT2,0.143894,5.197349,2.620002,0.6932485,2.379989,2.278337,0.009690239,0.01025309,4.783194,4.5325,14.29731
Contact SAT2 Hapto,SAT2,0.1523609,6.01343,2.544714,0.740319,2.461214,2.11797,0.01018705,0.009714593,5.438904,4.64,13.78182
Contact SAT2 Hapto,SAT2,0.1594494,5.339934,2.462731,0.6975009,2.441732,2.272492,0.01035101,0.009836236,4.976783,4.615,14.83563
Contact SAT2 Hapto,SAT2,0.1801548,5.552198,2.642661,0.7443851,2.133017,2.301947,0.01006412,0.01058508,5.020257,4.4225,13.81284
Contact SAT2 Hapto,SAT2,0.1704222,5.504668,2.443108,0.6819328,2.099163,2.299519,0.01117722,0.01129284,5.146142,4.5025,15.2152
Contact SAT2 Hapto,SAT2,0.1572879,4.731639,2.42287,0.7526657,2.300408,2.333551,0.008589463,0.009543848,4.445145,4.53,13.26925
Contact SAT2 Hapto,SAT2,0.1864896,4.527585,2.506206,0.821993,2.066499,2.228144,0.009538835,0.009570868,4.223847,4.53,11.98257
Contact SAT2 Hapto,SAT2,0.1461469,5.15802,2.485608,0.7112615,2.493196,2.293969,0.0100822,0.009165642,4.810495,4.63,14.07133
Contact SAT2 Hapto,SAT2,0.1124355,5.526533,2.433687,0.6907689,2.829767,2.315088,0.009791571,0.01087952,5.198897,4.45,15.31401
Contact SAT2 Hapto,SAT2,0.140545,5.522816,2.677201,0.7050727,2.40783,2.292487,0.009009664,0.00967962,5.069763,4.495,13.77698
Contact SAT2 Hapto,SAT2,0.1474741,4.892858,2.458149,0.7270469,2.634312,2.285752,0.01011852,0.0103873,4.608941,4.41,13.22362
Contact SAT2 Hapto,SAT2,0.1659883,5.617635,2.359276,0.7450969,2.155069,2.178475,0.009748223,0.009847093,5.058264,4.7675,14.26691
Contact SAT2 Hapto,SAT2,0.1473716,4.776593,2.372105,0.7572949,2.505427,2.256615,0.008055404,0.008681405,4.474139,4.6,13.62855
Contact SAT2 Hapto,SAT2,0.1477302,5.435259,2.600071,0.7344464,2.518414,2.294908,0.009819788,0.01007966,4.960142,4.465,13.34868
Contact SAT2 Hapto,SAT2,0.1504571,5.549431,2.561935,0.7336049,2.567126,2.318706,0.01020742,0.009549646,5.00343,4.475,13.74893
Contact SAT2 Hapto,SAT2,0.1649074,6.400842,2.697233,0.7472094,2.302649,2.158346,0.01105817,0.01050551,5.763167,4.5325,14.52173
Contact SAT2 Hapto,SAT2,0.1576057,4.915634,2.474945,0.7323853,2.345582,2.228032,0.01069413,0.01025461,4.614733,4.53,13.28388
Contact SAT2 Hapto,SAT2,0.2014428,5.494464,2.424164,0.74782,2.103166,2.273992,0.01013391,0.01035657,5.126603,4.4175,14.07705
Contact SAT2 Hapto,SAT2,0.1621801,5.043109,2.403253,0.7777243,2.367657,2.220529,0.01000549,0.009570234,4.673428,4.63,13.26904
Contact SAT2 Hapto,SAT2,0.1624534,6.474264,2.6842,0.7330631,2.377564,2.074921,0.011193,0.01017545,5.614081,4.6575,13.30233
Contact SAT2 Hapto,SAT2,0.1641279,5.045949,2.373265,0.7202484,2.236327,2.373594,0.01055785,0.01138209,4.760393,4.4075,14.50894
Contact SAT2 Hapto,SAT2,0.1407389,5.548779,2.433562,0.6788141,2.665451,2.184954,0.008991191,0.009524902,5.147464,4.6975,14.46678
Contact SAT2 Hapto,SAT2,0.1551631,5.16685,2.442832,0.7778064,2.391461,2.204859,0.01071689,0.01020479,4.774192,4.5125,13.12797
Contact SAT2 Hapto,SAT2,0.1281474,5.995496,2.733892,0.7335691,2.516524,2.154377,0.00983306,0.009809247,5.234851,4.6475,13.39441
Contact SAT2 Hapto,SAT2,0.1509672,5.686006,2.765155,0.7182842,2.470196,2.193751,0.009769104,0.009632004,5.037437,4.6525,13.60916
Contact SAT2 Hapto,SAT2,0.1664124,5.206978,2.289075,0.6859906,2.284464,2.295091,0.00996712,0.01024836,4.951697,4.4675,14.64566
Contact SAT2 Hapto,SAT2,0.1485808,5.23719,2.462369,0.7200646,2.510445,2.255001,0.01015795,0.009896768,4.861493,4.535,13.97964
Contact SAT2 Hapto,SAT2,0.1393179,6.005959,2.789348,0.7755644,2.738812,2.181874,0.008473584,0.008852705,5.117032,4.645,12.3866
Contact SAT2 Hapto,SAT2,0.1754009,5.961145,2.649917,0.6614654,2.197705,2.28781,0.01166912,0.01137832,5.45926,4.4425,15.04873
Contact SAT2 Hapto,SAT2,0.1713423,4.8786,2.514063,0.7984878,2.110608,2.28787,0.009545622,0.009762134,4.527311,4.48,12.53639
Contact SAT2 Hapto,SAT2,0.1669417,5.103901,2.421406,0.7286115,2.312004,2.147389,0.01137355,0.01063659,4.740352,4.6475,14.47253
Contact SAT2 Hapto,SAT2,0.1290975,6.236724,2.566518,0.703882,2.52434,2.168288,0.01034928,0.01090923,5.54097,4.58,14.18741
Contact SAT2 Hapto,SAT2,0.1628254,5.666499,2.589593,0.7440241,2.384547,2.217326,0.01018561,0.009703889,5.152172,4.5725,13.69457
Contact SAT2 Hapto,SAT2,0.1510331,5.605924,2.470417,0.7750595,2.454074,2.22981,0.008966164,0.009193873,5.029041,4.5825,13.59513
Contact SAT2 Hapto,SAT2,0.16611,5.215756,2.321364,0.6756298,2.266124,2.371704,0.01148435,0.0111087,4.907827,4.41,14.73265
Contact SAT2 Hapto,SAT2,0.1792018,6.854506,2.655938,0.6926602,2.219919,2.20402,0.01111724,0.01095161,5.965707,4.54,14.7984
Contact SAT2 Hapto,SAT2,0.1589264,5.231203,2.478339,0.7437213,2.420139,2.212174,0.01131844,0.01057019,4.902575,4.4475,13.90812
